nyu_id,name
12713,Mike Richter
12714,Syda Cogliati for Santa Cruz County Superior Judge 2018 FPPC #1401247
12715,Patriotic Democrat
12716,"Teesistance, a company devoted to selling progressive T-shirts."
12717,"Friends To Elect Parker Duncan Moore, ​P.O. Box 164 Decatur, Alabama 35602"
12718,STAND FLAG POLES
12719,Gathering Together
12720,Lexy
12721,Georgia's WIN List
12722,and authorized by the candidate 
12723,Paid for by Equality Ohio
12724,The Alliance for Solar Choice
12725,Reese for State House 2018
12726,The Auto Alliance
12727,Trifecta Shirts
12728,"Ryan Salzman, Bellevue KY City Council"
12729,Alejandro Larios for AZ House. Authorized by Alejandro Larios.
12730,Ricky Barajas
12731,Kahill for Judge of Probate
12732,Central Jersey Progressive Democrats
12733,Kayla Jones for Seaside Mayor 2018
12734,Slugnuts
12735,Pope for Sheriff
12736,"The Committee to Elect James W. Chandler, Nonpartisan for Circuit Court Judge"
12737,Paid for by Friends of Phil Green
12738,The Santa Barbara & Ventura Colleges of Law
12739,Philadelphia Unemployment Project
12740,"The Committee to Elect Ebo Entsuah for Clermont City Council, Seat 5"
12741,Friends of David Norton
12742,Campaign To Vote Mike Cole For Sheriff Of Walker County 2018
12743,Freedom Fest
12744,Committee to Elect John Fortuna for Council
12745,and approved by Yarbrough for District 3
12746,Clean Air Council
12747,Josh Kimbrell for Congress
12748,"Friends to Elect Haley - John Botsford, Treasurer"
12749,"RASHIDA TLAIB FOR CONGRESS  |  P.O. BOX 32777, DETROIT, MI 48232"
12750,The Committee To Elect Jeff Tarte
12751,Alliance for a Healthy Kansas
12752,City Councilman Chris Voccio
12753,Secure Nevada's Future
12754,Nyberg for State House
12755,Grover Robinson for Pensacola Mayor
12756,Chintan Desai for Congress 
12757,Gravis Marketing
12758,The Liberty Block
12759,Erica Leonard for Legislator
12760,"LPAC, not authorized by any candidate or candidate's committee."
12761,FreedomWorks
12762,Committee to Elect DeMarco Davidson
12763,"authority Committee to Elect Makeba Gibbs, Kelly Vaughn, Treasurer"
12764,David Chinnis Dorchester County Council
12765,Friends of Gagliardi for Morris County Clerk
12766,The Pfeifer For Senate Campaign
12767,Rendon for Assembly 2018 (FPPC ID# 1373599)
12768,Committee to Elect Ken Weis for Sheriff
12769,Tammy for Illinois
12770,Lee B. VIning - Candidate for SC House District 17
12771,Friends of George Faught
12772,Chip Slate
12773,"Dalia for Pearland, Jose Para Treasurer"
12774,Responsible Budget Coalition
12775,TZ Insurance Solutions
12776,South Plainfield Democratic Organization
12777,South Florida Wildlands Association
12778,Farnsworth For 145
12779,"Politisigns, LLC"
12780,Jenny Kassan for Fremont City Council District 3
12781,"Friends of Holly Rehder, Lisa Neumeyer Treasurer "
12782,Randy Bounds for Sheriff Campaign - 2018
12783,Hiller for Sheriff
12784,Brooks Landgraf Campaign.
12785,Animal Protection Voters
12786,Hilda Garza DeShazo Campaign
12787,Derek For Nevada
12788,"OAF Nation, Inc"
12789,Clark For Show Low JP
12790,"The O'Donnell Campaign Committee, Michael Shaughnessy, Treasurer"
12791,Idaho Freedom Action
12792,Cogswell For House
12793,Campaign Fund of Charlotte Goddard
12794,"National Shooting Sports Foundation, Inc."
12795,the Rick Edmonds Campaign
12796,"and approved Bob Lotane, candidate for City of Tallahassee Commission Seat 5 (non-partisan race)"
12797,Institute for Southern Studies
12798,Morris for New Mexico
12799,Share Kiser
12800,Tom O'Halleran for Congress
12801,Michigan Taxpayers Alliance
12802,American Bridge 21st Century PAC.
12803,Stuart Shapiro
12804,Lady Parts Justice
12805,The Mackinac Center for Public Policy
12806,"Griffin for Knox County Commission, Jonathan Clark, Treasurer"
12807,Doug Campbell for US Representative of Montana
12808,the Atascadero Democratic Club
12809,"Sean M Parks, Republican for Lake County Commissioner, District 2"
12810,Transportation Alternatives
12811,Bob Casey for Senate
12812,Bryan Terry For State House
12813,NowThis
12814,Louisiana Health Care Association
12815,Elect Deborah Kafoury
12816,Committee to Elect Lincoln Fillmore
12817,Nuclear Hotseat donors
12818,Clive Democrats
12819,The Northwest Detroit Political Action Committee
12820,"Niobrara Electric Association, Inc. "
12821,ClearWay Minnesota
12822,Republican Liberty Caucus
12823,Providence St Joseph Health
12824,National Committee to Preserve Social Security & Medicare
12825,Saybrook University
12826,"Elect Jimmie Hardee for House of Representatives District 42, 1911 2nd Ave N, Clanton, AL 35045"
12827,The Committee to Elect Michael Thuener for House District 50
12828,Harry Sidhu for Anaheim Mayor 2018 - FPPC #1397441
12829,PSL Florida 
12830,"Yes on 793, Inc."
12831,"Committee to Elect David Northcutt, P.O. Box 515, Montrose, AL 36559"
12832,Paid for by Be a Hero PAC
12833,Jasmyne A. Cannick
12834,"David Bogner, Democrat, for State House District 76"
12835,Settles for Tennessee
12836,"Nicole Menz for Indian River County Court Judge, Group 2"
12837,"the San Bernardino County Public Attorneys Association Political Action Committee, ID# 1280945"
12838,The Western Journal
12839,Committee to Elect Kathy Baker
12840,"Friends of Janet Siddiqui, Authority, David Magovern, Treasurer"
12841,Palmetto Prosperity PAC
12842,Committee to Elect Paul Aranson Judge of Probate
12843, Friends of Darren Gantz 2018
12844,"Citizens Empowered for Justin Chappell, Ben Spangenberg, Treasurer"
12845,"the Oak Initiative of Arizona and not authorized by any candidate, candidate's committee, or political party."
12846,Rozan Mitchell Committee
12847,"Supporters of Jerry Walker, by Authority Larry Olson Treasurer"
12848,Practically Republican
12849,Matthew Lee
12850,"Jim Skelton for County Commission, Dion Avello Treasurer"
12851,the Great Iowa Treasure Hunt - No tax dollars were used to pay for this advertisement
12852,"Elect Amy Wechsler 48th District Judge PO Box 506, Keego Harbor, MI 48320"
12853,"Arden Andersen Campaign, Arden Andersen Treasurer, PO Box 274 Olathe, KS 66051"
12854,"Jain for Prosecutor, John Fisher, Treasurer"
12855,Chanda Choun
12856,"Supporters of Jill Ortman-Fouse. Vivek Chopra, Treasurer."
12857,Libertarian Party of Mississippi
12858,Rebecca Cotto
12859,Morrison for Constable
12860,Mark MacKenzie for Congress
12861,The Committee to Elect Mark P Ludwig
12862,TYT Network
12863,Mickey Dollens 
12864,Food & Water Watch
12865,"By Authority: Friends of C. Anthony Muse, Brandi Calhoun, Treasurer"
12866,Kenny Jacobs
12867,Stop Crime SF
12868,"Paid for by Voters for a Real Change, Opposing Mark Leno for Mayor 2018. Committee major funding from:  Safe and Affordable San Francisco  This advertisement was not authorized by a candidate or committee controlled by a candidate. Financial disclosures are available at sfethics"
12869,Reform Austin Inc.
12870,Committee to Elect Darryn Remillard
12871,"Jonse Sutana-Shomo, Treasurer"
12872,Leann for Iowa
12873,Preston for Progress
12874,California Medical Association
12875,Good Business Colorado
12876,"Vote Yes for Leavenworth Schools, Judi Price, Treasurer"
12877,"the Committee to Elect Karen Engleman State Representative, District 70"
12878,We Are Ohio
12879,Collier for Lt. Governor 
12880,Federation for American Immigration Reform
12881,The Missouri Republican Party
12882,Friends of Dolan
12883,Political Front
12884,CAMPAIGN TO ELECT LYNETTE LACERDA
12885,Sears For Arizona
12886,The Republican Standard
12887,Edwards for New Hampshire
12888,the Committee to Elect Robert Kennedy Clerk & Recorder
12889,"Paid for by Friends of Chris Stewart, P.O. Box 415, Grand Ledge, MI 48837"
12890,Campaign Fund of Eddie McGuire
12891,Conroe Professional Firefighters Association
12892,Tate Hill for Fresno City Council 
12893,O'Donnell for Congress
12894,Citizens to Elect Brian Fengel Peoria County Sheriff 
12895,Committee to Elect Abe Laydon
12896,SAVE Action PAC
12897,Tennessee House Republican Caucus
12898,Carl Zalak III for Marion County Commission District 4
12899,The Secular Coalition for America
12900,"Committee for Jill P. Carter, Shymaine Davis, treasurer"
12901,Friends of Anton Andrew
12902,"Paid for by Michael L. Magasinn for Judge 2018, FPPC #1385514"
12903,Jay West for SC House District 7
12904,Real GOP Illinois
12905,Corrections Tough
12906,Sycamore Agency
12907,NJ Citizens for a Free State
12908,Political advertisement paid for by the Southern Alliance for Clean Energy.
12909,Carroll White REMC 
12910,National Mining Association
12911,"Yoder for Congress, Inc."
12912,"Amiri King, Inc"
12913,Communities for a New California
12914,American Future Fund.
12915,Dialysis Patient Citizens 
12916,Christopher Hale for Tennessee
12917,RUSS FAGG SENATE COMMITTEE
12918,The Greg Bonnen Campaign
12919,Authority Debby Oliver Treasurer
12920,Committee to Elect Michelle Foreman
12921,"St. George, Louisiana "
12922,Friends of Casey Hoffman
12923,Tom Sottek
12924,"McCulloch For County Prosecutor Committee, Irene Yu, Treasurer"
12925,Utah Progressives
12926,the Libertarian Party of Indiana. www.lpin.org Not authorized by any candidate or candidate’s committee.
12927,Stacey Campfield
12928,Sebastian Ertelt
12929,Ashtabula County Republican Party
12930,Working Californians Against Corruption
12931,Personal Liberty
12932,"Tony G for Senate, Ila Tokarz, Treasurer.  Approved by Tony Giannattasio."
12933,"Committee to Elect Saydie Cook, Jim Smith Treasurer"
12934,"Friends of Julian A Haffner, Helen Conteh-Davies Treasurer"
12935,"Melony Bell, Republican for State Representative."
12936,Paul Phillips
12937,"Geraldine Thompson, Democrat, for Florida House District 44."
12938,"Friends of Samantha Jones, Treasurer: Saralyn Salisbury"
12939,David for California
12940,George Borrello
12941,JAH Victory Fund
12942,MedPage Today
12943,Geneva Believer
12944,"Palmer Media, LLC"
12945,The Committee To Elect Angelica Chavis McIntyre
12946,The Committee to Elect Riggs Walker
12947,Andrew Pennington
12948,"POLITICAL ADVERTISEMENT PAID FOR AND APPROVED BY BOB DOYEL, DEMOCRAT FOR STATE SENATE DISTRICT 22"
12949,Salerno for Congress
12950,The Tikvah Fund
12951,"Brandon Cooper for Judge, Jeff Brune Treasurer"
12952,"FSR Certified Public Accountants, Ltd. "
12953,"Ben Albritton, Republican, for State Senate District 26"
12954,"Sarah Willis for Circuit Court Judge, Group 25."
12955,Senator Art Haywood
12956,"ANDY SHIRTLIFF FOR MONTANA, DEMOCRAT,  PO BOX 362 HELENA, MT 59634.  MARY AHMANN-HIBBARD, TREASURER"
12957,Friends for Miller-Meeks
12958,"Friends of Belmont-Redwood Shores Schools 2018 – Yes on K, FPPC# 1402125"
12959,The House of Tees
12960,Michael Alexander for City Council
12961,"Paid Political Ad by Erica Hughes Campaign, Laurie Mitchell, Ed.D, Treasurer."
12962,MoveOn.org Civic Action.
12963,Jennie Lou Leeder for U.S. Congress
12964,Citizens to Elect Phil Roe to Congress
12965,"Andria Thomas for DC, PO Box 15022, Washington DC 20003. Ann F. Hoffman, Treasurer.  A copy of our report is filed with the Director of Campaign Finance of the District of Columbia Board of Elections."
12966,Larry C. Strickland Campaign Committee
12967,Beau Williams for Corporation Commission 2018
12968,FRIENDS OF SCOTT WALKER
12969,Mortensen For Congress 
12970,"Bill Fetke, Republican, Bill Fetke for Escambia County Commissioner District 4"
12971,Jobs for Florida
12972,Crown Publishing Group
12973,Lift Louisiana
12974,Grayson Vandegrift
12975,GRACE
12976,"Committee to Elect Charles Elliott, P.O. Box 922, Decatur, AL 35602"
12977,"Will Robinson, Republican, for State Representative"
12978,Candace Moulton for NH
12979,the Utah Association of REALTORS®
12980,Republican Liberty Caucus of Tampa Bay
12981,The Committee to Elect Zanda Myers
12982,Patrio App
12983,The Committee to Elect Eileen Eady
12984,"Shruti Bhatnagar for Montgomery County, Pamela Coukos, Campaign Chair"
12985,"Ashley Coone for DeSoto County School Board, District 3. "
12986,"Enact Universal Healthcare for CA, Inc."
12987,The Committee to Elect Melissa Garff Ballard
12988,Vote Ian Serotkin
12989,"James Linwood Schulman, Democrat for State Representative, District 115"
12990,Virginia Foxx for Congress
12991,Citizens for Kash Jackson
12992,End Citizens United Nonfederal
12993,Paul Bellar for San Francisco Assessor - Recorder 2018
12994,Committee to Elect Rick Mottice
12995,"Monstah PAC, an FEC registered Super PAC.  This is an independent expenditure of Monstah PAC and is not authorized by any candidate or candidate's committee."
12996,"Political advertisement paid for and approved by Manny Diaz, Republican, for State Senate, District 36."
12997,Friends of Matt Pinnell 2018
12998,Yost for Assembly
12999,Committee to Elect Cindy Kilgore
13000,Friends of Mike Oliverio
13001,The Bedminster Democratic Committee
13002,JJ for House 2018
13003,"Friends for Hardy Billington - Tom Graham, Treasurer"
13004,New York Civl Liberties Union - NYCLU
13005,Rhinehart for Assembly 2018 #1401771
13006,Kent County Democratic Committee
13007,Lois Schipper for State Senate
13008,Democratic Party of Santa Barbara
13009,Laxalt for Nevada
13010,Jaime Hurtado for Supervisor 2018
13011,Friends of Doug Arnold
13012,the Physicians Committee for Responsible Medicine
13013,Wynette Sills
13014,the Harry Ennis for Sheriff Campaign
13015,Committee to Elect Sean Ashton to Downey City Council 2018  #1397531
13016,Digital Product Showcase
13017,Schwab for Colorado
13018,Laura Shaffer For Circuit Court Judge
13019,Vermilion County Republican Central Committee
13020,Friends of Mason Donovan
13021,the Plant City EDC
13022,"Beth Harwell for Governor, David Ingram, Treasurer"
13023,USA For Trump
13024,"Eric Stocker for State Representative P.O. Box 279, Marysville, MI 48040"
13025,"Citizens to Elect Janice Rich, HD 55"
13026,Kshama Solidarity Campaign
13027,Bier Station LLC
13028,Committee to Elect Trampas Puckett
13029,"FixCT, Inc. This message was made independent of any candidate or political party. Additional information about FixCT, Inc. may be found on the State Elections Enforcement Commission's Internet web site."
13030,Sand Helper
13031,Vicki Nohrden
13032,Friends of Tim Moore
13033,JE
13034,NYC-ISO
13035,Gary Jeandron For State Assembly 2018
13036,Bolgiano for Sublette County
13037,Ron Johnson for State House
13038,Bill Gravell for Judge Campaign
13039,Susan Inman for Secretary of State
13040,Politracker
13041,Shawn Nelson For Congress
13042,Alliance for a Better Utah
13043,Clearing out the Clutter.  The views expressed are those of the author only and have not been paid for by any political committee.
13044,Friends of Beverly Adams 2018
13045,Sharon Quirk-Silva
13046,Shannon Smith for Covington Commission
13047,Paid for By Zach Pearson for OK HD 100
13048,"By Authority, Dr Richard Bruno for Maryland; Mary Bruno, Treasurer"
13049,"HAWK Advisers, Inc. "
13050,PEDS
13051,Palmetto PAC
13052,Pete King for Congress.
13053,Environmental Advocates of New York
13054,"Kansans for Fred Patton, Mike Lesser, Treasurer."
13055,Fresh County Market
13056,"Paid for by JobsPAC, a bi-partisan coalition of California employers"
13057,"Committee to Elect Toni Walker Terrett, Circuit Court Judge"
13058,"Angelica Duenas for Congress, FEC# C00648634"
13059,"Friends of Sean Stinnett, Gerald Stinnett, Treasurer"
13060,EFB Advocacy
13061,Stackhouse for State Rep 99
13062,McKennon For Texas
13063,Family Equality Council
13064,Donald Trump Dog Poop Bags
13065,Randy Fletcher for Supervisor 2018
13066,Webinar Technologies
13067,Mal Hyman For Congress
13068,Iowa Values
13069,National Park Foundation
13070,Sanchez for Arizona
13071,Oliverio for Supervisor FPPC#1394828
13072,Kevin Booth for Wisconsin
13073,"the Alliance for Alabama’s Infrastructure, 2 North Jackson Street, Montgomery, AL 36104"
13074,Autumn Burke for Assembly 2018
13075,Conduit For Action
13076,and Authorized by SQ 788 is NOT Medical
13077,Cloud for Congress.
13078,Security is Strength PAC
13079,Feinstein For Senate 2018
13080,"Marsy’s Law for Kentucky, LLC"
13081,Keep Abortion Safe
13082,Healthcare Workers Rising Massachusetts 
13083,Terry for Arizona
13084,Friends of Tyler Murphy
13085,"Marsy’s Law for Oklahoma, LLC, 15 Enterprise, STE 550, Aliso Viejo, CA 92656"
13086,Citizens for Maggie McIntosh
13087,"Chiron Publications, a 35-year old publisher with titles covering topics in psychology, social justice, fiction, and more."
13088,Judy Arnold for Supervisor 2018
13089,Yes on 788 PAC
13090,"Paid for by the Sabino ""Pio"" Renteria Campaign..."
13091,Committee to Elect Richard Ojeda
13092,MPP
13093,Katie Hill for Congress
13094,"Friends of Andrew Friedson, Brian Ashin, Treasurer"
13095,Green For Chicago
13096,Common Ground Committee
13097,Cordray/Sutton Committee
13098,"Campaign to Re-elect Johnny Reed,   Kathy Reed, Treasurer"
13099,Authorized by Charlie Prater for State Auditor 2018
13100,New Mexico Oil & Gas Association
13101,Michael Podue for ILWU Vice President Mainland 
13102,Dean Obeidallah
13103,Progress Puerto Rico PAC and not authorized by any candidate or candidate's committee.
13104,"Austin 10-1 for Reform (City Code Section 2-2-32 et seq., independent expend. total less than $500 non-reportable)"
13105,Texas Citizens Coalition
13106,A Whole Lot of People for Grijalva
13107,The Committee to Elect Tiffany Grove
13108, Alanis Elizabeth Garcia
13109,Jon W Schultz for Wisconsin
13110,Ventura County Democratic Party
13111,Josh Gottheimer for Congress
13112,Ron Rawls
13113,"by the Mitch Weber for Missouri Campaign, Vera Burdt, Treasurer."
13114,Island Richards
13115,Texans for Traffic Relief
13116,Johns for House 2018
13117,Blue Cross and Blue Shield of Minnesota
13118,VOLK FOR CITY COUNCIL
13119,Syosset Park
13120,United Way for Southeastern Michigan
13121,Muslim Advocates
13122,Shifa for House- AZ District 18
13123,The Santa Ynez Band of Chumash Indians
13124,Scott E's Blog
13125,Bethany Grace Community Church
13126,Re-Elect Scott Sumners Maury County Commissioner District 5
13127,Erie County Democratic Committee
13128,World Peace Placards
13129,Roger Victory for State Senate
13130,Friends for Sheila Troxel
13131,"Georgette Dumont for Jacksonville Beach City Council, Seat 5, District 2"
13132,Carbonated TV
13133,Hayes For Maine
13134,Stop Payday Loans in PA Coalition
13135,Friends of Sherman Hardy
13136,Energy in Depth
13137,Freedom Club
13138,"Andrew Gillum, Democrat, for Governor"
13139,Austin Tong
13140,Denny Walsh for Mayor
13141,Robert Manger for State House 2018
13142,RTBA Media Inc.
13143,AARP Oregon
13144,Denise Albrecht for HD64
13145,"Friends of Kim Coco P.O. BOX 22136 Honolulu, HI 96823"
13146,Fauzia Rizvi for Corona City Council 2018
13147,National Organization for Women (NOW)
13148,The Committee to Elect Madeleine Z. Bordallo
13149,Committee to Elect Christine Brown
13150,Dave Giles For Congress
13151,"Cara Reynolds for Charlotte County School Board, District 1"
13152,"Crestwood Enterprises, LLC"
13153,Friends of Ted Gatsas
13154,Committee to Elect Roger Hauck
13155,"Friends of Fernsler, Lydia DeJesus, Treasurer"
13156,Death To Tyrants 
13157,Friends of Matt Gentry
13158,Republican Party of Navarro County
13159,Citizens for Esam Al-Shareffi for Delegate
13160,Lorie Burch for Congress
13161,Nick Welden For Sheriff
13162,Personal PAC
13163,Chris Muller - Private Citizen and Defender of Liberty
13164,Friends of Stan May 2018 
13165,"BinghamforJudge, Diane Capps, Treasurer"
13166,Shapiro for Pennsylvania. 
13167,Friends of Danny Bedwell
13168,Wendt for Justice of the Peace
13169,Convention of States Action
13170,Quordiniah Lockley
13171,Your Energy America
13172,Ben Swann
13173,"Boots Road Group LLC, 348 Roberts Ave, Seaside, CA 93955. Phone: (831) 612-9200"
13174,"Daniel Freilich for Congress, Committee to Elect"
13175,"Friends for Mike Reuter, Renee Reuter Treasurer."
13176,the administrators of this page.
13177,The Medical Imaging & Technology Alliance
13178,Friends 4 Broom
13179,Andy Thorburn for Congress
13180,Young Democrats of Cumberland County
13181,SEIU Florida State Council
13182,John L Jones for House District 30
13183,Appalachian Mountain Club
13184,Counted
13185,the Committee to Elect Francia Wisnewski
13186,"The Committee to Keep Judge Gregory S. Shaffer.  PO Box 5211 Santa Fe NM 87502-5211.  Teresa Martinez, Treasurer."
13187,Chris Wilhelm for County Council
13188,Langston G. Bowens
13189,Carlos Curbelo Congress
13190,Dan Quart
13191,Congressman Anthony G. Brown
13192,Reality Alert
13193,"Committee to Elect Sarah Hoover, Brandi Ensor, Treasurer "
13194,"the TJ Maloney Campaign P.O. Box 34 Heflin, AL 36264"
13195,Todd White for El Dorado County Recorder-Clerk FPPC#1397576
13196,American Solutions Action Project Inc.
13197,State Innovation Exchange
13198,"Joseph Williams for TN - Hunter Sinclair, Treasurer"
13199,Brian Hill
13200,The Committee to Elect T. George Davis for Clerk of Courts
13201,Urbina for County Commissioner
13202,Friends of Bernie Sanders
13203,Shannon Pierce for Congress
13204,Hoover Institution
13205,Paid for by San Bernardino County Sheriff’s Employees’ Benefit Association Local PAC. Not authorized by a candidate or a committee controlled by a candidate.
13206,Melanie Whitfield For State House
13207,"Cliff Green for PGC DCC, Frank Fritz, Treasurer"
13208,Paid for by the City of Los Angeles.
13209,Republicans for the Rule of Law
13210,Friends of Luke Wochensky
13211,"Jerry Hill,                     Treasurer Tim Peterson, 2016 Cedar Crest, Monument, KS 67747"
13212,Public Affairs Council
13213,Bech Bruun for Congress
13214,"Friends of Pete Fosselman; Devang Shah, Chair; TJ Monahan, Treasurer"
13215,the Committee to Elect Morgan for Michigan
13216,Charles McCall
13217,Friends of Victor Ramirez
13218,Citizens for Futrell
13219,Committee for James Clarke for Sheriff
13220,Kerry Wood for SC Secretary of State
13221,Committee to Elect Carolyn Rice
13222,Iowa Wind Energy Association
13223,"Roger Gilson, The Other Hudson Valley"
13224,"Friends of Leonard Moses, Edwin H. Brown, Jr., Treasurer"
13225,Oceana
13226,the Public Sector Union Alliance
13227,SEIU Faculty Forward
13228,ReThink Energy Florida
13229,Steve Dunwoody for Assembly
13230,David Olson
13231,DSC Foundation
13232,Committee to Elect Jeremy Faison
13233,Friends of Kirby Delauter
13234,Committe To Elect Bob Byrd
13235,"Color of Change PAC, colorofchangepac.org, not authorized by any candidate or candidate’s committee. "
13236,Anera
13237,Sutton for South Dakota
13238,the Tea Party Nation and is not authorized by any candidate or candidate's committee.
13239,Janice Graham State Rep D80 2018
13240,Friends of Marilyn Mosby
13241,Bill Holt's Dreamies®
13242,Immigrant Voters Win PAC
13243,AARP Maryland
13244,Jesse Rojas - To The Point
13245,Committee To Elect Houston Barrow
13246,"Friends To Elect Miranda Joseph, PO Box 380454, Birmingham, AL 35238"
13247,"Jay Zembower, Republican, for Seminole County Commission District 2"
13248,Options United
13249,John Soldati for Superior Court Judge 2018
13250,Dr. Jim Scheurich Election Committee
13251,Ploughshares Fund
13252,MNYS
13253,Chad Gardner
13254,Apologia Christian Ministries
13255,Rich McAdams for State Board of Education 
13256,Committee to Elect Chris Greig
13257,Jim & Madelyn Meyer
13258,"Poor for Judge, Paul Hassler, Treasurer"
13259,Friends to Elect Nino Vitale
13260,"Citizens for Antonio Hayes; Joseph A. Powell, Treasurer "
13261,"Studio 71, LP"
13262,Weathers for Bradley County
13263, Antoinette Sedillo Lopez for Congress
13264,Colorado Resistance
13265,"Singh for Congress, Inc."
13266,Soll Sussman
13267,"Andy for CT;  Lorna Steele, Treasurer;  Approved by Andy Gottlieb"
13268,"Jobs, Opportunity, and New Ideas PAC"
13269,Willmeng For Grassroots Power
13270,Leadership Institute
13271,the Committee to Elect Sean Costello
13272,Byron Gipson for Solicitor
13273,Jonathan Weber
13274,Mainers Against Healthcare Cuts
13275,Rebel Snodgrass for Iowa
13276,Rodriguez for Oceanside City Council 2018 FPPC # 1405642
13277,World Food Program USA
13278,"Friends of Chris West. Chris Scholtes, Treasurer."
13279,"Forward Thinking Media, LLC"
13280,Patrick McIntire for  Colorado State Senate
13281,Karina Talamantes for Sacramento County Board of Education
13282,Friends of Tammie Reynolds
13283,John Neubert Candidate for Hawkins County Mayor
13284,"Yes on C, Watershed & Oak Woodland Protection Committee"
13285,Supporters of John Kozlar for Mayor of Chicago
13286,"Common Interest Services, Inc."
13287,Friends of Liz Sumner
13288,State Senator Marty Knollenberg
13289,Calvey for County Commissioner
13290,PA House Republican Caucus
13291,"Brett Semingson For Sheriff, Rick Engen, Treasurer"
13292,Something To Think About
13293,Merrill District 4
13294,Frayla Tarpinian. 
13295,"Committee to Elect Irene Bowling (D), PO Box 1182, Silverdale, WA 98383"
13296,Scott Schmidt For Assembly 2018 #1406972
13297,Matt Strabone for Assessor / Recorder / Clerk 2018
13298,Thomas County Democratic Party
13299,New York State Nurses Association 
13300,The Committee to Elect Jennifer L. Hensal
13301,South Shore Democratic Caucus (SSDC)
13302,Stitt for Governor 2018
13303,Committee to Elect Becky J. Bolles Probate Judge
13304,John Anzalone for Congress
13305,the North Dakota Republican Party. Not authorized by any candidate or candidate's committee.
13306,"Rick Roth, Republican for Florida House of Representatives, District 85"
13307,Concerned Citizen
13308,"Steve Lockwood for Commissioner, Marilyn Sabella Treasurer"
13309,"Campaign to Elect Bud Hines, Donald D. Fleming Treasure "
13310,"Weatherspoon for TN Senate, District 31.  Martha Frizzell, Treasurer."
13311,EDS at Union
13312,"'Bonnie L Young for District 121', Galen Young treasurer."
13313,M25 Initiative
13314,the Committee to Elect Emilie Kornheiser
13315,Premiere Marketing
13316,Jane's Due Process
13317,Foundation for Individual Rights in Education
13318,"Authorized by the Committee to Elect Brian Klaas, L. McConnell, Treasurer"
13319,the Dana Goolsby Campaign
13320,Chicago Council on Global Affairs
13321,David Ernst for Assembly 2018. FPPC #1405218
13322,The Shadow League
13323,Kling for Texas 
13324,"Peagler for Supervisor PO Box 1840, Moncks Corner, SC 29461"
13325,"Carlos J. Reyes for Congress Committee, Inc. "
13326,"MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate's committee."
13327,John Upchurch for Congress
13328,"The Baltimore Post, LLC"
13329,The Committee to Elect Betsy Riley
13330,Committee to Elect Graig Meyer
13331,Friends of Louise Valentine
13332,Arizona Free Enterprise Club
13333,Center of the American Experiment
13334,Paid for by United for Rivas 2018
13335,Dennis Dugger for House 2018
13336,"Boughton for Governor, Michael J. Purcaro, Treasurer; Approved by Mark Boughton"
13337,CRTXNews
13338,Committee to Elect Jeff Gahler
13339,NRDC Action Fund
13340,Americans for Liberty and Economic Freedom
13341,"ACLU of Alaska, 1057 W Fireweed Ln, #207, Anchorage, Ak 99503"
13342,Jerry Boykin
13343,"Phil Oxendine, Republican  for Suwannee County Commissioner Dist. 4  "
13344,Ray Russell for NC
13345,Committee to Elect Shannon Souza
13346,Catch Digital Strategy
13347,The Committee to Elect Ray East for Churchill County Sheriff
13348,"Sean Shaw, Democrat, for Attorney General"
13349,the committee to elect Joseph Sanchez for New Mexico
13350,Emily Stivers for County Commissioner
13351,Trauner for the People of Wyoming
13352,Orlando Rising
13353,"By Authority, Friends of Aisha Khan; Keith Timmons, Treasurer"
13354,the National Center for Public Policy Research
13355,Friends of Jeremy Shaffer
13356,Chase Kohne for Congress
13357,Padraic O'Hare
13358,"Dr. Marcus A. Murphy, MBA/JD"
13359,PAID FOR BY TOM REED FOR CONGRESS
13360,Committee to elect Michelle Morgan
13361,American Policy Advocates
13362,When Democrats Turn Out PAC
13363,Tristan Brown for City Council 2018 FPPC ID#1398051
13364,Wyoming Democratic Party
13365,The Black Women's PAC
13366,Mike Caruso for State House
13367,Judge Karen Brandt for Supreme Court
13368,Gary Banz for Oklahoma County Assessor 2018
13369,"Napoli 2018, Dale O'Leary, Treasurer, Approved by Ron Napoli Jr."
13370,"Friends of Ralph Innes, Eric Schalk, Treasurer "
13371,"the Retired State, County and Municipal Employees Association"
13372,Friends for Thornton
13373,Raul Ojeda Campaign 
13374,Texas Public Policy Foundation
13375,Texans For Bob Hall
13376,"The Alaska Support Industry Alliance, 3301 C Street, Suite 205, Anchorage, AK 99503"
13377,"South Central Arkansas Electric Cooperative, Inc. "
13378,Paid for by Clay Padgett for congress LLC.  Approved by Clay Padgett. Military Images and Information Do Not Imply Endorsement by DoD or Service Branch.
13379,Paul Kanitra
13380,Dump Dana
13381,"Paul Basi for Sutter County Supervisor, District 3 - 2018, ID# 1398897"
13382,The Committee to Elect Jennie Sherwood
13383,"Lee Adam Cohen and the Committee to Elect Lee Adam Cohen for Tenth Judicial Circuit Judge, Group 10, approved by Lee Adam Cohen"
13384, Hubbell for Governor
13385,"Ed Hooper, Republican for State Senate"
13386,Committee to Elect Bryan Shupe 
13387,Libertarian Party of Wake County
13388,LeadingResponse
13389,Kevin EarthSoul
13390,Friends of David Olson
13391,Friends of Dru Kanuha
13392,Office of Commissioner Chloe Eudaly
13393,Team Brad Bayside
13394,A. Blair Dunn for New Mexico
