nyu_id,name
99,Raul Ojeda Campaign 
100,the Dyer Difference
101,Sara Peterson for HD41
102,STAT
103,Vote Vest
104,CTE Amber D Pedersen MSCFA 518818
105,Angel Fuentes 
106,Rick Kennedy for Congress
107,ExxonMobil
108,"ALAN LEFEBVRE For NEVADA SUPREME COURT JUSTICE, Seat C"
109,Jeffers for House 2018
110,Nick Fountain
111,Sean Eastham
112,Silvio Palermo for Sheriff
113,Citizens for Jean Kaczmarek
114,Professor Vernellia Randall
115,Friends of Alex Karjeker
116,"Brooke Lierman for Delegate; Eben Hansel, Treasurer. "
117,GEORGIANS FOR BELLE ISLE
118,"Daniel Perez, Republican, for State Representative, District 116"
119,Stephen Perenich for Congress
120,Minnesota Conservative Energy Forum
121,"Alaska Republican Party, Tuckerman Babcock, Chairman 1000 O'Malley Rd Anchorage PO Box 201049 Anchorage AK 99520  "
122,"Friends to Elect Gerald ""Jerry"" Kucia"
123,Dan Miller for Sheriff 
124,Zellnor for New York
125,ALLIANCE OF AUTOMOBILE MANUFACTURERS
126,"Friends of Charles Frontera 16640 Sarmorr St. Roseville, MI 48066"
127,Right Wing News
128,Bill DeSteph for Senate
129,Julio Gonzalez for Congress
130,Campaign Corps LLC
131,Friends of Dan Fisher 2018
132,Goddard 4 Sheriff Committee
133,Elect Staci Lohrman for State Representative D-19
134,Muratsuchi for Assembly 2018.
135,"Kansans for Selzer, Inc."
136,the Kathleen Clyde Committee
137,The Committee to Elect Veleria M Levy
138,Speak Up America
139,James Robinette
140,Friends 4 Broom
141,Friends of LaVelle Compton for House District 90
142,Kevin Haley for Commissioner
143,The Poor People's Campaign: A National Call for Moral Revival
144," John James for Senate, inc."
145,David Ige for Governor
146,"Jason Haeseler, Democrat for Florida House District 21"
147,"Los Angeles Forward –  Councilmember Mike Bonin’s Ballot Measure Committee 777 S. Figueroa Street, Suite 4050 Los Angeles, CA 90017 "
148,Citizens Against Russian Election Tampering
149,"Edgardo Hernandez, Democrat, for State Representative, District 87"
150,Cannabis News Update
151,Westbrook for Arizona
152,"Ruta Maria Jouniari, Democrat for Sarasota County Commission, District 2"
153,"Jonse Sutana-Shomo, Treasurer"
154,Friends of Wayne Johnson
155,Seattle Fire Fighters Union
156,DL Hamilton or Mountain Mamas PAC
157,"Kelli Ward for Senate, Inc., www.KelliWard.com, 1628 E Southern Ave, #9329, Tempe, Az 85282, 480-508-5278"
158,Amy DeGise for HCDO Chair
159,"Friends of Jazz Lewis, Chris Taitt, Treasurer."
160,Blair for Montgomery
161,Brian White for State House
162," Friends of David Sloan. Nikhil Gupta, Treasurer. "
163,Gary Woronchak for State Senate
164,Utah Senate Democratic Campaign Fund
165,The Brown Girls Guide to Politics 
166,CPUSA Durango
167,Chad Williams for Tennessee
168,Southwest Arkansas Electric Cooperative 
169,Portside
170,GV Wire
171,Friends of Robin Dunn
172,the Committee to Elect Margot for Mayor
173,Long Beach Firefighters
174,MySQL Media and Political Consultants
175,Kahill for Judge of Probate
176,"Maciejewski, Rinaldi & Mara for Berkeley Heights"
177,The Committee to Elect Sabrina Heisey
178,Committee to Elect Jackie Brunson Treasurer
179,Committee to Elect Arthur Lee Tucker 
180,Judge Ciaccio for Supreme Court
181,Josh Stein for Attorney General
182,East Bay Democratic Socialists of America Electoral Committee
183,The Moore County Republican Men's Club
184,Shot Glass of History
185,Pyle for Congress
186,Authorized and paid for by Melanie Spoon for House of Representatives 2018
187,The Committee to Elect Kyle Bone
188,Really American
189,Abdorrahman Boroumand Center for the Promotion of Human Rights in Iran 
190,Vote Temple Lentz
191,Committee to Elect Samson Racioppi
192,Human Rights Campaign New England
193,Friends of Jeff Helfrich
194,the Committee to Elect Chris Giunchigliani
195,The Georgia Transportation Alliance 
196,The Policy Aide
197,Delaware Voter ID Now
198,David Stockman
199,Network Delaware
200,FRIENDS OF GENTNER DRUMMOND 2018
201,Engage Miami
202,Democracy Fund Voice.
203,Jewish Leadership Conference
204,"Wolf PAC. This message has been authorized by Wolf PAC, 6230 Wilshire Blvd Suite 140, Los Angeles, CA 90048, David Koller, Treasurer. This message has not been authorized or approved by any candidate, candidate's committee, or ballot issue committee."
205,"The Story Exchange, a nonprofit independent news organization that covers female leadership and entrepreneurship. We are nonpartisan and subscribe to the highest journalistic standards. We do not endorse political candidates or positions. "
206,Salerno for Congress
207,Peter Joffrion for Congress
208,Peter Janko for Illinois
209,Jobs for Minnesotans
210,the Committee to Elect Sam Hatton
211,Friends of Mark Batinick
212,Betsy Vaughn for Lee County School Board District 6 At-Large
213,Perl for Denver
214,Munzinger for Missouri 136
215,Joan Clyborne for SC House
216,Friends of Jan Schneider
217,The People With Kim McCarthy
218,Trump Republic
219,"Joel Krautter for House, 703 6th St. SE, Sidney, MT 59270, Melissa Norby Sanders, Treasurer, Republican."
220,The Republican Party of Sarasota County
221,Noam Kugelmass
222,Campaign Fund of Mike Cassidy
223,Parker Campaign
224,"Angel PAC ""We crowdfund advertising"""
225,Connected Commerce Council (3C)
226,the Employment Policies Institute
227,Bill Cimbrelo for U.S. Congress
228,Catch Digital Strategy
229,Mike Williams
230,CTE Dennis Brewer for Judge
231,the Committee to Elect Jo Comerford
232,Robin Ficker Campaign Fund
233,Leslie H Pico for Secretary of State
234,"the Committee to Elect Leon Guerrero Tenorio. Antoinette Sanford, Treasurer P.O. Box 11031, Tamuning 96931"
235,Minnesota Center for Environmental Advocacy
236,"Robert Harris for State Representative.  Virginia S. Harris, Treasurer"
237,"St. George, Louisiana "
238,the Committee to Elect John Nickelson
239,Southeast Kansas United for Justice and Freedom
240,"Campaign to Re-elect Johnny Reed,   Kathy Reed, Treasurer"
241,"By Authority, Friends of Steve Holt, Kathleen Kelleher, Treasurer"
242,Committee to Elect Jeffrey Nolish
243,Campaign Committee to Elect Kali Fox Miller
244,"Jason Fields For Assembly Morrie L.Tharps, Treasurer"
245,Southeastern Wind Coalition
246,Catholics Confront Global Poverty
247,"Vote James Erb (D), P.O. Box 1482, Bellingham, WA 98227."
248,Citizens to Elect Chris Miller for State Representative - Illinois District #110
249,Justin Farnsworth - Dorchester District 2 School Board
250,"Dita for CT Treasurer, Diana Sisler Treasurer. Approved by Dita Bhargava"
251,Talk Business and Politics
252,"Working Families for Christian Ramirez for City Council 2018, sponsored by labor organizations. Committee major funding from Service Employees International Union United Service Workers West (SEIU USWW). Not authorized by a candidate or a committee controlled by a candidate."
253,by Apollo Marketing
254,PPRM Bargaining Team
255,"Ben McKee for Montana (D) • PO Box 22701 • Billings, MT 59104"
256,Matt Lewis for Sheriff
257,Corey Harbison Campaign
258,Mario Diaz-Balart for Congress
259,Citizens for George Psoras Jr. Authority: Francis C. Lanasa
260,"Brandon Arrington, Democrat, Osceola County Commission District 3"
261,Friends To Elect Lashunda Scales For Jefferson Commission 1
262,TrendingSurplus
263,TalkPoverty
264,"Clinton House Museum, a private, nonprofit, nonpartisan organization."
265,Liberal SpecialTees
266,"Committee to Elect Mike Shay; Linda Nguyen, Treasurer"
267,The Northwest Detroit Political Action Committee
268,Belmont Abbey
269,Protect Our Workers Earned Retirement
270,Friends of Dan Feehan
271,Bobby Hill
272,MB FYI
273,Circa
274,Tyler Dunegan for County Clerk
275,and authorized by the Conservative Professionals Network for Virginia. 
276,STOPP Coalition
277,Kasey Redus for WilCo
278,Stop Crime SF
279,Julie for Colorado
280,Common Cause New York
281,Re-Elect Scott Sumners Maury County Commissioner District 5
282,Eugene C. Austin For Mason County District Judge.
283,"Friends of SDSU, a coalition of SDSU alumni, business and community leaders. Major funding by Jack McGrory, Frederic Luddy and Robert Payne."
284,Pennsylvania United
285,"Carlos J. Reyes for Congress Committee, Inc. "
286,Oral Health America
287,James Kyriaco for Goleta City Council 2018. FPPC# 1401816
288,Committee to Elect Marian Kromkowski
289,Amy for the People
290,Nasty Scientist
291,Pink Pin Project
292,GRACE
293,James Lindstrom
294,Todd White for El Dorado County Recorder-Clerk FPPC#1397576
295,UCR
296,JB for Governor
297,Stronger Foundations
298,Friends of Michael Earnheart
299,"Citizens For Schatz, Donald Koppelmann Treasurer."
300,Kenneth Bogner for State Senate (R) 1017 Pleasant St Miles City MT 59301
301,Krug for Colorado Schools
302,"Political advertisement paid for and approved by Richard B. Kaplan Campaign, non-partisan for Circuit Court Judge, Group 42, Bradford Peterson, Treas."
303,"Paid for by Friends of SDSU, a coalition of SDSU alumni, business and community leaders. Major funding by Jack McGrory and Robert Payne."
304,Elect Chris Benton
305,"Dennis Will, Lorain County Prosecutor"
306,The Committee to Elect Debra Weston-Pickens
307,Friends of Gary
308,TBYR
309,Tom Mechler Former RPT State Chair
310,"Dave Therrien for Maryland, Henry Ciezkowski, Treasurer."
311,Maine Independents PAC
312,kBoulevard
313,PAID FOR BY HOWARD SHERMAN FOR SENATE
314,King County Elections
315,"If You Want It, LTD - a nonprofit supporting the fight for LGBTQ equality"
316,Friends of Mike Weissman
317,Utah Lt. Governor's Office
318,Carrie Litherland for Mayor of Tallahassee
319,"The People for Jason Fowler, John Fowler, Treasurer"
320,SEIU 503 
321,Quirk Books
322,the Committee to Recall Judge Persky
323,Personal Liberty
324,Friends of Ted Gatsas
325,Dan Quart
326,Media Research Center
327,"Chris King, Democrat, for Governor"
328,Ray Ash for HD-89
329,the Alliance for Michigan Power
330,Jeremiah At Large
331,Elizabeth Baker for District 2
332,Rita Lucido for State Senate
333,"Burks for Boone, Greg Steinhoff, Treasurer"
334,Friends to Elect Thomas Fougere 
335,"Friends of Julian Lopez, Alice Lopez, Treasurer"
336,Bell for Norman 2018
337,"Gene Smith, Hoover City Council President"
338,Rob Seyfferth for Congress
339,Kansas Conservatives
340,CRTV
341,Mark Cochran for State Representative
342,"Gibbs for Judge, Mike Alden, Treasurer"
343,Patient Access for Louisiana
344,United for Iran
345,Friends of Carri Hicks 2018
346,Cote For Maine
347,Denormalizers
348,Jake Brown for Mesa
349,the Democratic Legislative Campaign Committee
350,Vish Viswanath City Council District 6
351,The Daily Wire
352,"Authority: Friends of Gail Bates, Robert Bates, Treasurer"
353,Rick Neal for Congress
354,ACM Strategies
355,"Mattei for CT, Doug Spencer, Treasurer. Approved by Chris Mattei."
356,"Aguilera for Indiana, Vanessa Lopez Aguilera Treasurer"
357,the City Club of Chicago
358,Friends of Kent Glesener 2018
359,"Angie Holt Groves for Robertson County Clerk, Janet McClain, Treasurer"
360,"Atwill for Presiding Commissioner, Jim Ritter, Treasurer"
361,Friends of Ashanti Martinez; Treasurer-Lori Cheatham-Thomas
362,"the Re-elect Commissioner Curtiss Campaign | Barbara Berens, Treasurer | P.O. Box 7014 | Missoula, MT 59807"
363,The Chronicle Newspaper - Hilliary Media LLC
364,"Cliff Green for PGC DCC, Frank Fritz, Treasurer"
365,Alliance for Proton Therapy Access
366,Friends of Bruce for AD29
367,"Paid for by Retain Our San Francisco Superior Court Judges 2018: Andrew Y .S. Cheng, Curtis E. A. Karnow, Cynthia Ming-mei Lee and Jeffrey S. Ross; 150 Post St., Ste. 405, San Francisco, CA 94108. FPPC ID #1403011"
368,"Montgomery County Public, Education and Government Cable TV Stations"
369,"the County of Union, New Jersey"
370,Friends of Victor Miller
371,"Committee to Elect Steven Curtis, 217 Palos Verdes Drive, Troy, AL 36079"
372,VOTE YES FOR RYAN HANAN FERNLEY MAYOR
373,and Authorized by the Spotsylvania County Republican Committee
374,"Rebeca Sosa for Miami-Dade County Commissioner, District 6"
375,"The Seniors Center, a project Our Generation, a 501(c)(4) non profit organization."
376,ATTN:
377,The America First News
378,Philadelphia Unemployment Project
379,Friends of Elle Cochran 1 Halawai Dr Ste 1 Lahaina HI 96761
380,"Les Tillery for City Council District 2 P.O. Box 18162 Huntsville, AL 35804"
381,The Washington Times
382,Essentially American
383,Friends of Brandon Creighton
384,Brian Rice
385,Gabriel Nila Campaign
386,"Responsible Douglas County and not authorized by any candidate or candidate’s committee.  Nathan Larkin, Registered Agent."
387,"Cameron Sexton for State Representative, Mark Elmore Treasurer"
388,"Educators Supporting Tony Thurmond For Superintendent Of Public Instruction 2018, Sponsored by Teachers and School Employee Organizations. Committee major funding from California Teachers Association, California Federation of Teachers, and California Faculty Association. Not authorized by a candidate or a committee controlled by a candidate."
389,PAID FOR BY HOWARD F. AHMANSON / FIELDSTEAD & COMPANY. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.
390,"Friends of Karen Kukurin, R. Scharmann, Treasurer "
391,The Hunger Network in Ohio
392,the Committee to Elect Jacqueline Gray Miller
393,Seminole Committee for Government Accountability
394,Klint Kesto for Congress
395,"Bier Station, LLC"
396,Nate McMurray for Congress
397,Jacob Hilliker for Bay County
398,the Beacon Center of Tennessee
399,Virginians Against Tim Kaine
400,"the Committee to Elect Steve Pincket for Tenth Circuit Judge, Group 11.  Approved by Steve Pincket."
401,Consolidated Electric Cooperative - Missouri 
402,Matt Haggman for Congress
403,Renee Jefferson Smith for Houston City Council District B
404,Idaho Second Amendment Alliance
405,"Lesley Couch, Candidate for County Commissioner, D11.  Lesley Couch, Treasurer"
406,Committee Max for Probate
407,SEIU on behalf of SEIU Florida
408,The Black Women's PAC
409,Healthcare Workers Rising Massachusetts 
410,The Lawrence Goldfarb Judicial Reform Foundation
411,Paid for by Janice Rutherford for County Supervisor 2018 FPPC# 1372155
412,Area 4 Democrats
413,Paid For By Mike Carter
414,"The Friends of Scott Kawasaki; 2008 Carr Ave; Fairbanks, AK 99709"
415,"Townsend, Gebhardt & Eppes, PLLC. "
416,Abraham Lincoln Presidential Library and Museum
417,"Bill Conway for Council, Ira Goldstein, Treasurer"
418,Monica Wofford for State House
419,"Fagras for Judge - William C. Hardin IV, Treasurer"
420,Pol. Ad Texans for Greg Abbott
421,The Nature Conservancy
422,Trina Huston
423,Michael Eggman for Congress.
424,"Jay Mitchell for Alabama Supreme Court P.O. Box 59371 Homewood, AL 35259"
425,Friends of Selma Pierce 
426,"The Committee to Elect Vincent Dixie, Dimeta Smith Knight, Treasurer"
427,T Love Inc
428,The Committee to Elect Jason Lewis
429,Shawn Moody for Governor
761,Congressman Salud Carbajal
430,"THE MISSOURI BAR, SEBRINA BARRETT, EXECUTIVE DIRECTOR PO BOX 119 JEFFERSON CITY, MO 65102"
431,Torn Wires Limited Liability Company
432,Heather K.Pagel for School Board
433,Bob Rackleff
434,Mid Atlantic LECET
435,Gene Fuss
436,Jason Elliott for State House
437,Committee to Re-Elect Billy Orgel
438,2018 Kelley for Senate
439,the Harry Ennis for Sheriff Campaign
440,Fuse Washington
441,Betsy Rader for Congress
442,Carol Marple for Shawnee County Commissioner
443,Floridians for a Fair Shake
444,"Free and Fair New Hampshire. Colin Van Ostern, Chair."
445,"Citizens for Steve Bieda, PO Box 1311, Warren, MI 48090"
446,Bryant for Governor.
447,Idaho Freedom Action
448,Servant Campaign Fund 
449,National Wildlife Federation
450,RNY Initiative
451,Claverack Republicans
452,GBTA
453,Matt Osber
454,Paid for by Claire Celsi for Iowa Committee
455,Shane Stringer Campaign
456,David Rolf
457,"Committee to Elect Loren Graham, James C Lowe Treasurer"
458,Planned Parenthood Action PAC North Carolina. Not authorized or in coordination with any campaign.
459,"Friends of Steven M Bolen; Linda C. Kuberek, Treasurer"
460,State Senator John Proos
461,Jim Keady for Congress
462,"The Committee to Elect Keith Grant, Stacy Archer Treasurer.  "
463,Friends of Billy Orgel
464,Massachusetts Gun Rights
465,Howard Slugh
466,Paid for by the Neighbors of Frances Akridge
467,Friends of Antonio Parkinson
468,"Palmetto Futures, Columbia, South Carolina"
469,Friends of Dave Adams
470,the 43rd District Democrats
471,National Pork Producers Council
472,Paid for by Friends of Andrew Jones
473,Committee to Elect Tom Lopez Sheriff 2018
474,Paid for by Friends of Ginny Ehrhart
475,The Committee to Elect Aguon Limtiaco for Guam
476,Planned Parenthood Action Fund.
477,Friends of Reginald Bolding - Bolding for AZ State House LD27
478,Lassey for Kansas
479,The Committee to Elect Grant Carlson District Court Judge
480,"Fecteau for State Rep, David Madore, Treasurer"
481,David Brown for State Court Judge
482,"Paid for by WOMEN VOTE!, www.womenvoteproject.org. Not authorized by any candidate or candidate's committee."
483,"Friends of Jo Jordan PO Box 1398 Waianae, HI 96792"
484,Wynette Sills
485,Phillip Miller for White County Sheriff 
486,Steve Swenson for Sheriff
487,Dino for Congress
488,"The Alaska Support Industry Alliance, 3301 C Street, Suite 205, Anchorage, AK 99503"
489,Reality Alert
490,Preserve Wild Santee
491,the Committee for Bend Leadership
492,Dale Schmidt for Dodge County Sheriff - Jody Justmann Treasurer
493,Colorado Department of Human Services
494,Pierre Bergeron for Judge
495,"Crawford for Mayor Committee, Grant Crawford, Chairman"
496,"Gilchrest 2018, Judith Lohman, Treasurer, Approved by Jillian Gilchrest"
497,Independent Party of Oregon
498,"Joe Maryuma for Palm Beach County Circuit Court Judge, Group 18. "
499,Kristina Kelly for Senate
500,BingeLabs
501,Progress NC Action
502,Friends of Louise Valentine
503,SWEPCO
504,the Progressive Change Campaign Committee PAC (BoldProgressives.org) and not authorized by any candidate or candidate's committee. Contributions to the PCCC are not deductible as charitable contributions for federal income tax purposes.
505,David Richardson for Congress
506,"Paid for by the Committee to elect Lee Cohen for Tenth Judicial Circuit Judge, Group 10, approved by Lee Cohen"
507,Greg Lamb for County Attorney
508,Dr. Jordon Shaw for Maury County Commission - District 6
509,Alan Caron for Governor
510,Paid for By Sandra Ray for NC Court of Appeals
511,YWCA Southern Arizona
512,American Civil Liberties Union of Virginia
513,Elect Richard David for District Leader
514,Keep My Voice
515,Granite State Progress Education Fund
516,First Electric Cooperative
517,Mary Ann's List
518,"Friends of Erika Geiss | P.O. Box 854 | Taylor, MI 48180"
519,John Morrissey
520,Friends of Tobias Read
521,UnidosUS
522,"Authority:  Friends of Jennifer Mallo, Ted Mallo, Treasurer"
523,"Consumer Reports, Inc."
524,"Jernigan for House 82, 2018"
525,"The Committee To Elect Al Booth 512 Wetumpka Street Prattville, AL 36067"
526,Sunday Gover For Assembly 2018
527,Keith Rollman
528,House Democratic Caucus
529,John Dayton
530,Patriots for Shove
531,TIAA
532,Logically Illiberal
533,Mike Barrett for State Senate
534,Reese for State House 2018
535,James Haynes
536,supporters of Ryan Arbon for Weber County Sheriff 
537,Tanner Ainge for Utah County
538,Shannon Smith for Covington Commission
539,The committee to Elect Margaret Alfonso Chancery Court Judge
540,Princess 
541,"Stauf Ent., Inc."
542,Chanda Choun
543,"By Authority: Maryland House Democratic Caucus Committee; Gail E. Smith, Treasurer. "
544,"Amira Fox, Republican for State Attorney 20th Judicial Circuit"
545,The People for Cary Baldwin
546,Brandi J. Napier
547,Committee to Elect Kathleen Cleary
548,Ross van Dongen
549,WAYne Forward
550,Garcia for Governor. Authorized by Garcia for Governor.
551,Derek Kitchen for Senate 2
552,Friends of Brian Jackson
553,Josh Revak for House
554,Andrew Yang
555,"Friends To Elect Parker Duncan Moore, ​P.O. Box 164 Decatur, Alabama 35602"
556,Fine Political Items
557,CRC
558,the Michigan Health & Hospital Association
559,Care Net
560,The Committee to Elect Hanu Karlapalem for Limestone County Commissioner District 3
561,the Garrett for Statehouse Committee 
562,AntiLib
563,Mary Geren for Congress
564,"Vote Yes for Leavenworth Schools, Judi Price, Treasurer"
565,"End Party Politics, LLC"
566,"Friends of My-Linh (D) 11900 NE 1st Street, Suite 300 Bellevue, WA 98005"
567,SEA/SEIU Local 1984
568,Berrong for State Senate 2018
569,Arkansas Overdose Program
570,Sussex County Republican Committee
571,Kankakee Valley REMC 
572,Louisiana Association of Educators
573,Rose for Congress
574,Medina County Progressives
575,Committee to elect Joshua Hiatt
576,American Regents Club
577,Raybould for US Senate
578,BridgeAlliance.US
579,Ohio Senate Democratic Caucus
580,"Friends of Lenny Pfeffer, Cheryl Pfeffer Treasurer"
581,Ryan Winkle
582,SYEJ
583,Brad Paquette for State Representative
584,Political Views of a Black Evangelical
585,A Whole Lot of People for Grijalva
586,Law Offices of Vaughan de Kirby A.P.C.
587,Merrill 2018
588,Bernardo M Perez for Ventura County Supervisor 2018. FPPC# 1401493.
589,Committee to Elect John Hine
590,"Will Jawando for County Council, Chris Thorne, Treasurer"
591,"Larry King for Prosecutor, PO Box 104, Mt. Pleasant, MI 48858"
592,Toni for House 2018
593,Paid for by Clark for Perkasie
594,"Friends of Nick Forrester; Jamey Davis, Treasurer "
595,Friends of Michael Blake
596,"Martinez for Ward 4 Campaign, 1772 Hewitt Avenue, St. Paul, MN 55104"
597,"Friends of Vincent Goldsmith, Kody Goldsmith Treasurer."
598,Rep. Josh Gottheimer
599,Battle Born Progress
600,Citizens for Futrell
601,John Bel Edwards for LA
602,PA Schools Work
603,Dennis Keene for State Representative
604,Rhea for Republican Renewnal
605,the Friends for Lesley Cohen
606,Friends of Geoff Cauble
607,Dan Nelson for State's Attorney 
608,Mezianne Payne (D) For Governor Of Tennessee
609,The Law Center for Social Security Rights
610,Paul Davis for Kansas
611,GOP Making Sense
612,Committee to Ensure Safe Patient Care
613,"Planned Parenthood Votes Ohio (www.PPVO.org), and not authorized by any candidate, committee or party."
614,"the Keep Judge Chad Bridges Campaign, 310 Morton Street #268 Richmond, Texas.  Emily Hillsman Campaign Treasurer.  Made in Compliance with the Judicial Fairness Campaign Act. "
615, Committee to Elect Chris Fann Clerk of Court
616,Stapleton for Colorado
617,Real GOP Illinois
618,the Coalition to Defeat Question 3
619,Eve Niedergang for Princeton Council
620,USA Patriots for Donald Trump 
621,Cedric McMinn Campaign for State Representative District  109
622,C-Red PAC
623,The Coalition to End the Condo Crisis in Montgomery County
624,the Maine AFL-CIO
625,"Team Justin Brown, Danette Sherrell, Treasurer"
626,Clemmons for Kansas
627,Leadership for Educational Equity
628,Vic Cunningham for County Commissioner Campaign
629,"Michael Boylan, Republican, for Jacksonville City Council, District 6."
630,Wisconsin State AFL-CIO
631,Ferkinhoff2018
632,Kevin Mathewson
633,Senate Leadership Fund
634,Maine Center for Economic Policy
635,Jessica Morse for Congress
636,Evangelical Environmental Network
637,Committee to Elect Hollies Winston for Brooklyn Park
638,"Greater Irvine Education Guide, A Committee Supporting C & D"
639,"Brandon Arrington, Osceola County Commissioner Dist. 3"
640,"Bill Yanger for County Court Judge, Hillsborough, Group 5."
641,The Storey Teller
642,Rob Sand for Iowa
643,Michael Taillard for Senate Committee
644,Friends of Chris Daniel
645,"Travis Cummings, Republican, for State Representative"
646,Matt Lederer for State Assembly
647,Scott Thomason for Columbia County Commission District 2
648,Pfizer
649,The Committee to Elect George Cushingberry Jr. State Senator District 2
650,"Matern Law Group, PC"
651,The Canadiate Jim Warner for Mayor
652,Friends of Scott Sanders for Alderman
653,"Dirk Deaton for Missouri, Laura Pope, Treasurer"
654,CLEAR for PA
655,"David Snodgrass | 2024 Concord Dr Camden, SC 29020"
656,"Crouch 2018, Gregg Hannan, Treasurer. Approved by Don Crouch"
657,Mayor Jordan Marlowe
658,"Paid for with regulated funds by Inspire Michigan PAC 2030 Hill St, Ann Arbor, MI 48104"
659,Americas Society/Council of the Americas
660,"DAGA, democraticags.org, not authorized by any federal, state, or local candidate or candidate’s committee."
661,Committee to Elect Ray Leonard Clerk-Recorder-Assessor 2018
662,Mark Johnson Candidate for Hernando County School Dist. 1
663,Lindy Li
664,"Paid for by Stand for Alaska Vote No on 1, 200 West 34th Avenue, PMB 1219, Anchorage, AK 99503. Marleanna Hall, chair, Aaron Schutt, Jaeleen Kookesh, Joey Merrick, and Sarah Lefebvre, co-chairs, approved this message. Top contributors are Donlin Gold Alaska, Anchorage, Alaska, Teck, Anchorage, Alaska, and ConocoPhillips Alaska, Anchorage, Alaska."
665,ClLEAR for PA
666,"Lisa M. Wilber for NH State Representative, fiscal agent Gregg Elwood"
667,by the Committee to Elect Judge O'Gara
